clip_id,filename,valence,arousal,split
ACCEDE08022,ACCEDE08022.mp4,3.55684801656,1.84293290491,train
ACCEDE04504,ACCEDE04504.mp4,2.95476915027,1.39742855395,train
ACCEDE08729,ACCEDE08729.mp4,2.7518470906,1.67405118315,train
ACCEDE07625,ACCEDE07625.mp4,1.66381291321,3.61773807312,train
ACCEDE04808,ACCEDE04808.mp4,3.13899755823,2.00011767578,train
ACCEDE03148,ACCEDE03148.mp4,3.28646479319,2.14715036306,train
ACCEDE05304,ACCEDE05304.mp4,2.45250732929,1.61113311522,train
ACCEDE01277,ACCEDE01277.mp4,3.28556111263,4.05805608,train
ACCEDE02908,ACCEDE02908.mp4,2.35879675852,3.37987162977,train
ACCEDE08083,ACCEDE08083.mp4,3.11750168451,2.94196798026,train
ACCEDE01730,ACCEDE01730.mp4,2.87608017431,1.60412802095,train
ACCEDE07749,ACCEDE07749.mp4,1.44726608729,4.54228263329,train
ACCEDE00416,ACCEDE00416.mp4,1.78979447602,4.49787136923,train
ACCEDE03532,ACCEDE03532.mp4,3.43404968421,1.33490490623,train
ACCEDE06384,ACCEDE06384.mp4,3.09342313452,1.43746432503,train
ACCEDE01330,ACCEDE01330.mp4,3.24177673308,1.99839757926,train
ACCEDE01921,ACCEDE01921.mp4,3.30978806739,4.15652666675,train
ACCEDE06561,ACCEDE06561.mp4,3.13749520991,1.41886354038,train
ACCEDE06929,ACCEDE06929.mp4,2.25606654563,3.12369157391,train
ACCEDE05556,ACCEDE05556.mp4,2.35333475452,2.73545057138,train
ACCEDE03023,ACCEDE03023.mp4,2.36859200827,2.85597672699,train
ACCEDE04949,ACCEDE04949.mp4,1.67726308251,4.06033972444,train
ACCEDE00304,ACCEDE00304.mp4,3.4376220899,2.85983510054,train
ACCEDE05426,ACCEDE05426.mp4,2.43686539655,1.32685801011,train
ACCEDE00673,ACCEDE00673.mp4,3.20889586272,2.73339400297,train
ACCEDE07161,ACCEDE07161.mp4,1.44113740985,4.50648287183,train
ACCEDE05459,ACCEDE05459.mp4,3.23277691018,1.92238639509,train
ACCEDE07068,ACCEDE07068.mp4,3.49697783595,2.04085792679,train
ACCEDE06853,ACCEDE06853.mp4,2.68483940267,1.9762301488,train
ACCEDE09142,ACCEDE09142.mp4,3.29275709526,1.8671747608,train
ACCEDE08774,ACCEDE08774.mp4,1.80220521532,2.61940332069,train
ACCEDE03122,ACCEDE03122.mp4,1.72787850109,3.44630106533,train
ACCEDE02510,ACCEDE02510.mp4,1.45076822723,4.07291669007,train
ACCEDE01576,ACCEDE01576.mp4,3.41138151187,2.20102839765,train
ACCEDE01626,ACCEDE01626.mp4,3.25491987302,1.46440223074,train
ACCEDE05388,ACCEDE05388.mp4,3.16747469744,1.7703545511,train
ACCEDE04239,ACCEDE04239.mp4,1.96090229595,2.53063199578,train
ACCEDE03077,ACCEDE03077.mp4,1.70498088077,3.47458445486,train
ACCEDE06188,ACCEDE06188.mp4,2.24768213211,2.03614320649,train
ACCEDE03333,ACCEDE03333.mp4,1.61118286184,2.00673111061,train
ACCEDE08814,ACCEDE08814.mp4,3.33501910717,2.31759872967,train
ACCEDE05527,ACCEDE05527.mp4,1.8269617293,1.39369587034,train
ACCEDE06092,ACCEDE06092.mp4,2.7637999147,3.81917580536,train
ACCEDE09774,ACCEDE09774.mp4,3.25104413522,1.48146907496,train
ACCEDE05006,ACCEDE05006.mp4,3.09265034264,1.74992687414,train
ACCEDE03776,ACCEDE03776.mp4,3.24436344675,3.40372546642,train
ACCEDE08396,ACCEDE08396.mp4,1.36194631705,3.36207070967,train
ACCEDE03185,ACCEDE03185.mp4,1.97501802777,1.44859281589,train
ACCEDE05148,ACCEDE05148.mp4,2.89803343925,3.247274747,train
ACCEDE03025,ACCEDE03025.mp4,2.50463260786,3.14883064462,train
ACCEDE00311,ACCEDE00311.mp4,3.07168326136,1.45626059827,train
ACCEDE04140,ACCEDE04140.mp4,1.56581221952,1.99582142811,train
ACCEDE02453,ACCEDE02453.mp4,3.26237145734,3.37046714458,train
ACCEDE01208,ACCEDE01208.mp4,3.58203635566,4.06719633762,train
ACCEDE04362,ACCEDE04362.mp4,2.06847783574,2.68690555909,train
ACCEDE09052,ACCEDE09052.mp4,3.2008696669,2.64875254909,train
ACCEDE03000,ACCEDE03000.mp4,2.93386015264,1.66367222064,train
ACCEDE00092,ACCEDE00092.mp4,2.86328743042,2.3162143923,train
ACCEDE00119,ACCEDE00119.mp4,1.55707601113,1.85409432881,train
ACCEDE01671,ACCEDE01671.mp4,1.66120793764,2.36133628966,train
ACCEDE07931,ACCEDE07931.mp4,2.95123127677,2.43360470679,train
ACCEDE05768,ACCEDE05768.mp4,3.23917127457,1.38636220508,train
ACCEDE04371,ACCEDE04371.mp4,3.43469662364,1.90894268956,train
ACCEDE04366,ACCEDE04366.mp4,3.43599394294,1.50490481393,train
ACCEDE07376,ACCEDE07376.mp4,3.05386533008,2.04292537969,train
ACCEDE05502,ACCEDE05502.mp4,3.09125543543,1.88145357479,train
ACCEDE02275,ACCEDE02275.mp4,2.40871673187,1.39953539941,train
ACCEDE03614,ACCEDE03614.mp4,3.05027955583,1.93406628211,train
ACCEDE02833,ACCEDE02833.mp4,3.30573048358,1.39420971334,train
ACCEDE08707,ACCEDE08707.mp4,1.8867507226,2.07066808521,train
ACCEDE01683,ACCEDE01683.mp4,3.53366033044,1.43447320418,train
ACCEDE02609,ACCEDE02609.mp4,3.40137450647,1.81922501246,train
ACCEDE00346,ACCEDE00346.mp4,3.34866661233,2.04973885114,train
ACCEDE06365,ACCEDE06365.mp4,3.11909111093,4.23725561367,train
ACCEDE08272,ACCEDE08272.mp4,1.95840679058,1.3356265896,train
ACCEDE04421,ACCEDE04421.mp4,3.18395107761,1.38626393301,train
ACCEDE00794,ACCEDE00794.mp4,1.48928886477,4.42696502286,train
ACCEDE04139,ACCEDE04139.mp4,2.48404867508,1.89644047282,train
ACCEDE04222,ACCEDE04222.mp4,3.00014946854,3.56416591856,train
ACCEDE09305,ACCEDE09305.mp4,1.41224858966,3.29988540606,train
ACCEDE00543,ACCEDE00543.mp4,3.48001261846,2.05449711682,train
ACCEDE06337,ACCEDE06337.mp4,2.93514848167,1.37372096674,train
ACCEDE06486,ACCEDE06486.mp4,2.82504313066,3.67776333694,train
ACCEDE05398,ACCEDE05398.mp4,3.48566748299,2.0539015053,train
ACCEDE02885,ACCEDE02885.mp4,2.47553636797,4.2437390154,train
ACCEDE00088,ACCEDE00088.mp4,1.68246547422,2.10660505144,train
ACCEDE03693,ACCEDE03693.mp4,1.734780206,2.07217412392,train
ACCEDE06297,ACCEDE06297.mp4,1.43632212685,4.02107953516,train
ACCEDE07872,ACCEDE07872.mp4,2.60066637354,3.3032880932,train
ACCEDE08508,ACCEDE08508.mp4,3.38614627539,3.60259116698,train
ACCEDE09795,ACCEDE09795.mp4,3.40644605042,1.75452929585,train
ACCEDE09449,ACCEDE09449.mp4,3.27155476025,4.42271166213,train
ACCEDE08236,ACCEDE08236.mp4,2.16590168225,1.72928466782,train
ACCEDE05359,ACCEDE05359.mp4,3.52428244974,1.31783943541,train
ACCEDE05211,ACCEDE05211.mp4,3.2528899209,2.35568629016,train
ACCEDE07945,ACCEDE07945.mp4,2.28293347621,1.36650924805,train
ACCEDE01981,ACCEDE01981.mp4,3.4031570461,1.4267836534,train
ACCEDE07051,ACCEDE07051.mp4,2.20806411579,2.82995184561,train
ACCEDE07502,ACCEDE07502.mp4,2.8335419502,3.49235579349,train
ACCEDE04162,ACCEDE04162.mp4,1.72313061134,3.25495339384,train
ACCEDE07142,ACCEDE07142.mp4,2.97674153733,3.49693728094,train
ACCEDE06997,ACCEDE06997.mp4,2.75757095201,4.44400745663,train
ACCEDE04763,ACCEDE04763.mp4,2.02160825823,3.98660584089,train
ACCEDE06840,ACCEDE06840.mp4,3.34182249788,1.56274886628,train
ACCEDE09189,ACCEDE09189.mp4,3.09404026139,2.66034263657,train
ACCEDE08552,ACCEDE08552.mp4,3.31128515825,2.85683372918,train
ACCEDE02328,ACCEDE02328.mp4,2.29082301184,2.34443172983,train
ACCEDE05940,ACCEDE05940.mp4,3.1494659206,1.50214389861,train
ACCEDE03297,ACCEDE03297.mp4,2.19407907644,3.0794258802,train
ACCEDE01224,ACCEDE01224.mp4,1.47572029058,3.36799582995,train
ACCEDE07840,ACCEDE07840.mp4,1.5806562447,1.40349545293,train
ACCEDE06682,ACCEDE06682.mp4,3.35358765221,1.96584070261,train
ACCEDE09556,ACCEDE09556.mp4,2.1239331837,1.64395884968,train
ACCEDE06885,ACCEDE06885.mp4,1.708440525,4.38939327545,train
ACCEDE04574,ACCEDE04574.mp4,2.21154937172,3.10149056905,train
ACCEDE08092,ACCEDE08092.mp4,2.7082373085,1.43985646457,train
ACCEDE06428,ACCEDE06428.mp4,2.38337608029,1.43834315467,train
ACCEDE08187,ACCEDE08187.mp4,2.95518394518,2.61624983723,train
ACCEDE04716,ACCEDE04716.mp4,3.47842964369,1.3783136004,train
ACCEDE00932,ACCEDE00932.mp4,3.41026804516,1.62909816628,train
ACCEDE05168,ACCEDE05168.mp4,2.55896359911,3.09044118512,train
ACCEDE00965,ACCEDE00965.mp4,2.90120937057,1.34000621254,train
ACCEDE05308,ACCEDE05308.mp4,2.82830346314,1.37756883931,train
ACCEDE08380,ACCEDE08380.mp4,3.04022183674,4.01881222024,train
ACCEDE05873,ACCEDE05873.mp4,2.08827036516,1.7893227548,train
ACCEDE07899,ACCEDE07899.mp4,2.23850394797,3.81535896361,train
ACCEDE03154,ACCEDE03154.mp4,3.28175118299,3.41320526858,train
ACCEDE00457,ACCEDE00457.mp4,3.30996425684,1.43546645791,train
ACCEDE08570,ACCEDE08570.mp4,3.25818465515,2.98672556639,train
ACCEDE08324,ACCEDE08324.mp4,2.90143564206,1.58287253203,train
ACCEDE03528,ACCEDE03528.mp4,2.82303013292,1.32212389483,train
ACCEDE02358,ACCEDE02358.mp4,3.06955836116,1.55597889513,train
ACCEDE04705,ACCEDE04705.mp4,2.73112027847,1.5255755621,train
ACCEDE07937,ACCEDE07937.mp4,3.34005201585,2.38623312392,train
ACCEDE04572,ACCEDE04572.mp4,3.30245813547,2.79489451111,train
ACCEDE03079,ACCEDE03079.mp4,3.377743756,4.24668838279,train
ACCEDE08307,ACCEDE08307.mp4,3.42082419235,1.73400476767,train
ACCEDE02484,ACCEDE02484.mp4,2.75919993416,4.49418427516,train
ACCEDE06690,ACCEDE06690.mp4,1.35320525385,1.3658269651,train
ACCEDE06556,ACCEDE06556.mp4,3.35736714603,2.63641816863,train
ACCEDE06543,ACCEDE06543.mp4,3.52102168144,1.33372103339,train
ACCEDE03842,ACCEDE03842.mp4,3.12988463592,4.09413343807,train
ACCEDE02903,ACCEDE02903.mp4,1.88590685192,3.01359999807,train
ACCEDE09004,ACCEDE09004.mp4,3.24977609673,3.61250938137,train
ACCEDE01355,ACCEDE01355.mp4,3.46647090858,2.01685508557,train
ACCEDE00621,ACCEDE00621.mp4,2.44418229661,1.44522014223,train
ACCEDE04442,ACCEDE04442.mp4,3.11357071558,1.35290092991,train
ACCEDE09097,ACCEDE09097.mp4,3.03421958514,2.31933048259,train
ACCEDE04921,ACCEDE04921.mp4,2.92585486725,1.4798817489,train
ACCEDE02407,ACCEDE02407.mp4,2.58299657001,2.91391912843,train
ACCEDE06698,ACCEDE06698.mp4,2.90437013155,1.88093120945,train
ACCEDE06491,ACCEDE06491.mp4,3.40375300828,3.46952024165,train
ACCEDE06977,ACCEDE06977.mp4,2.8837857159,4.42088968072,train
ACCEDE04385,ACCEDE04385.mp4,2.28857154577,2.09219245838,train
ACCEDE01562,ACCEDE01562.mp4,2.91198324257,1.69719001504,train
ACCEDE09386,ACCEDE09386.mp4,3.3850993687,1.59146501239,train
ACCEDE02876,ACCEDE02876.mp4,2.52726390286,4.15420350012,train
ACCEDE00960,ACCEDE00960.mp4,2.70279503907,2.28497645761,train
ACCEDE02751,ACCEDE02751.mp4,2.36605700491,4.27270659561,train
ACCEDE00733,ACCEDE00733.mp4,2.45665491663,2.95387377375,train
ACCEDE08326,ACCEDE08326.mp4,2.04164860243,4.31254524271,train
ACCEDE02344,ACCEDE02344.mp4,3.49608624604,2.69865864596,train
ACCEDE01498,ACCEDE01498.mp4,3.30475851361,3.57192863978,train
ACCEDE08936,ACCEDE08936.mp4,3.08119079871,1.95719839131,train
ACCEDE01765,ACCEDE01765.mp4,1.5557653176,1.55305604457,train
ACCEDE08506,ACCEDE08506.mp4,2.76998700883,3.53992892873,train
ACCEDE08199,ACCEDE08199.mp4,3.49532363845,2.09769673282,train
ACCEDE03774,ACCEDE03774.mp4,2.86137277275,3.82135815941,train
ACCEDE01183,ACCEDE01183.mp4,3.22927612735,3.26457300176,train
ACCEDE00568,ACCEDE00568.mp4,3.10915308456,2.33358664907,train
ACCEDE06902,ACCEDE06902.mp4,1.55751289417,1.36936369025,train
ACCEDE06773,ACCEDE06773.mp4,2.68425518651,3.24008977145,train
ACCEDE04352,ACCEDE04352.mp4,3.17379787728,1.39185828268,train
ACCEDE01793,ACCEDE01793.mp4,3.34857740943,2.33987687044,train
ACCEDE03101,ACCEDE03101.mp4,2.24424415395,3.8306437251,train
ACCEDE07720,ACCEDE07720.mp4,1.80989771987,2.6229555157,train
ACCEDE00388,ACCEDE00388.mp4,3.52400974745,3.4277156191,train
ACCEDE05936,ACCEDE05936.mp4,2.09792428035,2.30861745795,train
ACCEDE05336,ACCEDE05336.mp4,3.46051683759,1.55909231503,train
ACCEDE00360,ACCEDE00360.mp4,3.14319654761,2.9521072309,train
ACCEDE08780,ACCEDE08780.mp4,2.6519448738,2.91173801784,train
ACCEDE02025,ACCEDE02025.mp4,2.61717114325,2.89000826365,train
ACCEDE04077,ACCEDE04077.mp4,3.08860694204,1.41586159407,train
ACCEDE00908,ACCEDE00908.mp4,3.47216341458,4.25613629814,train
ACCEDE04682,ACCEDE04682.mp4,3.28166017329,1.85843737414,train
ACCEDE01349,ACCEDE01349.mp4,3.28655509147,1.49099486634,train
ACCEDE08990,ACCEDE08990.mp4,3.47120860558,2.32522950636,train
ACCEDE01851,ACCEDE01851.mp4,3.37429380802,2.63284786915,train
ACCEDE06055,ACCEDE06055.mp4,3.03987095092,1.41064843538,train
ACCEDE00003,ACCEDE00003.mp4,3.3384607354,2.47082101191,train
ACCEDE08836,ACCEDE08836.mp4,2.97833476989,3.64028886612,train
ACCEDE05866,ACCEDE05866.mp4,2.77932178212,2.18062844667,train
ACCEDE07452,ACCEDE07452.mp4,3.48025674155,1.3333704864,train
ACCEDE03790,ACCEDE03790.mp4,1.63817463198,3.48828738342,train
ACCEDE04618,ACCEDE04618.mp4,1.45996134433,2.95917908212,train
ACCEDE07496,ACCEDE07496.mp4,2.21387041062,1.53455674905,train
ACCEDE06473,ACCEDE06473.mp4,2.65704474491,2.28872643912,train
ACCEDE02542,ACCEDE02542.mp4,1.72831000848,2.37268172733,train
ACCEDE00567,ACCEDE00567.mp4,3.14171245113,1.32384449729,train
ACCEDE09033,ACCEDE09033.mp4,3.21207306822,1.43484523059,train
ACCEDE03208,ACCEDE03208.mp4,1.3339848664,4.44644587658,train
ACCEDE07619,ACCEDE07619.mp4,3.18012073764,3.43724937969,train
ACCEDE02304,ACCEDE02304.mp4,3.42500506564,2.23555015062,train
ACCEDE00623,ACCEDE00623.mp4,2.05020590308,4.34544710814,train
ACCEDE05169,ACCEDE05169.mp4,2.37653851885,2.87359257425,train
ACCEDE03288,ACCEDE03288.mp4,2.96075437519,2.58064547135,train
ACCEDE00135,ACCEDE00135.mp4,2.90233995416,1.40864258271,train
ACCEDE08134,ACCEDE08134.mp4,2.74801181161,2.96404976582,train
ACCEDE08399,ACCEDE08399.mp4,1.64687109723,2.67802261576,train
ACCEDE05192,ACCEDE05192.mp4,1.88210787093,1.40081086636,train
ACCEDE05505,ACCEDE05505.mp4,2.90098302169,1.35480749788,train
ACCEDE07821,ACCEDE07821.mp4,2.10755111211,2.79909669115,train
ACCEDE01020,ACCEDE01020.mp4,1.59592582342,3.73212191296,train
ACCEDE08593,ACCEDE08593.mp4,3.22142288223,3.25303231217,train
ACCEDE07077,ACCEDE07077.mp4,3.49304471177,2.86498705339,train
ACCEDE08943,ACCEDE08943.mp4,3.32815490241,3.37442432456,train
ACCEDE07894,ACCEDE07894.mp4,1.86815671075,4.50340600398,train
ACCEDE01595,ACCEDE01595.mp4,2.16786722543,2.13582232355,train
ACCEDE01569,ACCEDE01569.mp4,3.30121757663,2.39986995466,train
ACCEDE08829,ACCEDE08829.mp4,1.65425871289,1.74306761527,train
ACCEDE08773,ACCEDE08773.mp4,2.16826017858,1.64697092268,train
ACCEDE07523,ACCEDE07523.mp4,3.37114424459,1.31958973355,train
ACCEDE02149,ACCEDE02149.mp4,3.43243731614,1.36305257303,train
ACCEDE08788,ACCEDE08788.mp4,3.09234079494,3.77789093971,train
ACCEDE07966,ACCEDE07966.mp4,1.9737742808,2.21870097192,train
ACCEDE02152,ACCEDE02152.mp4,3.2050192272,1.731753847,train
ACCEDE04588,ACCEDE04588.mp4,2.91398356369,3.54455993724,train
ACCEDE05714,ACCEDE05714.mp4,3.12324821391,1.38853915926,train
ACCEDE02288,ACCEDE02288.mp4,1.64600169775,3.0561315102,train
ACCEDE04638,ACCEDE04638.mp4,3.06044679318,4.26323217436,train
ACCEDE01155,ACCEDE01155.mp4,1.83675390045,2.59310983622,train
ACCEDE00764,ACCEDE00764.mp4,3.41219334225,3.65186878407,train
ACCEDE07283,ACCEDE07283.mp4,3.38872651137,2.99208341322,train
ACCEDE02456,ACCEDE02456.mp4,1.53041329712,4.13565224608,train
ACCEDE03887,ACCEDE03887.mp4,3.47540399148,1.98641654187,train
ACCEDE08885,ACCEDE08885.mp4,3.36371413946,1.40360360553,train
ACCEDE02487,ACCEDE02487.mp4,1.59810619982,4.15246174638,train
ACCEDE04902,ACCEDE04902.mp4,2.72916312756,1.36514846872,train
ACCEDE07757,ACCEDE07757.mp4,1.36238343773,4.08953916996,train
ACCEDE04775,ACCEDE04775.mp4,3.44122975844,1.34223806153,train
ACCEDE07507,ACCEDE07507.mp4,3.33378543887,1.37077085488,train
ACCEDE02254,ACCEDE02254.mp4,3.14574491012,2.15760175854,train
ACCEDE09084,ACCEDE09084.mp4,3.10617851373,1.65242620059,train
ACCEDE09185,ACCEDE09185.mp4,3.11851394294,1.7554526201,train
ACCEDE00761,ACCEDE00761.mp4,3.44046151147,1.44252525753,train
ACCEDE08379,ACCEDE08379.mp4,2.39233685044,1.3185183383,train
ACCEDE07913,ACCEDE07913.mp4,2.96728594805,1.36422171891,train
ACCEDE02818,ACCEDE02818.mp4,2.99458835007,4.43852447289,train
ACCEDE02886,ACCEDE02886.mp4,2.34163465528,3.93335571289,train
ACCEDE07203,ACCEDE07203.mp4,3.26754820659,3.12183628366,train
ACCEDE01432,ACCEDE01432.mp4,3.2268873089,1.48730151797,train
ACCEDE03540,ACCEDE03540.mp4,1.67119068239,1.96500186498,train
ACCEDE07276,ACCEDE07276.mp4,3.34262009731,1.95082309531,train
ACCEDE05642,ACCEDE05642.mp4,2.45042979761,2.68286430768,train
ACCEDE00321,ACCEDE00321.mp4,3.56276074223,1.51204757717,train
ACCEDE07815,ACCEDE07815.mp4,1.53959493758,3.79523238891,train
ACCEDE05547,ACCEDE05547.mp4,2.17532443563,3.7530687484,train
ACCEDE06717,ACCEDE06717.mp4,3.17526799515,1.7086950017,train
