movie_id,filename,t_start,t_end,valence,arousal,split
After_The_Rain,continuous-movies\After_The_Rain.mp4,36.0,44.0,0.051009193218225,-0.13395836580025,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,38.0,46.0,0.054153283373,-0.13088196876799998,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,40.0,48.0,0.0546904412423875,-0.129889621716,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,42.0,50.0,0.052446600918862496,-0.129889621716,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,44.0,52.0,0.047324851015175,-0.129889621716,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,46.0,54.0,0.0409897456585875,-0.129889621716,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,48.0,56.0,0.03547606191925,-0.129845597487875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,50.0,58.0,0.0309406943333,-0.12509948325625,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,52.0,60.0,0.027383642900725,-0.1116245779660875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,54.0,62.0,0.02444851644225,-0.0906176124395875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,56.0,64.0,0.021311185051100003,-0.06608507511195,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,58.0,66.0,0.018027884801075,-0.0448324129431375,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,60.0,68.0,0.015326200937400001,-0.0309275623529875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,62.0,70.0,0.0133772637434375,-0.023173792519299997,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,64.0,72.0,0.012366106780474999,-0.0176086392349975,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,66.0,74.0,0.0122243209216,-0.01208472131550125,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,68.0,76.0,0.0122243209216,-0.006604827624143125,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,70.0,78.0,0.0122243209216,-0.005827023936311875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,72.0,80.0,0.0122243209216,-0.013778011306964374,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,74.0,82.0,0.0122243209216,-0.029261058913960622,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,76.0,84.0,0.01309621079925,-0.04826967832206875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,78.0,86.0,0.0158258661845375,-0.0639984225713375,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,80.0,88.0,0.021608941227975,-0.07237935524200001,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,82.0,90.0,0.0289005783409625,-0.0746092469970875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,84.0,92.0,0.035142216932737495,-0.0757983392637875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,86.0,94.0,0.037931751394275,-0.08121734305245,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,88.0,96.0,0.0340180747288625,-0.09124195840169999,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,90.0,98.0,0.02452760401024125,-0.105872145470675,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,92.0,100.0,0.010707922976716251,-0.1239601270391625,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,94.0,102.0,-0.00575093492533375,-0.142382573281375,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,96.0,104.0,-0.02366540672733375,-0.16080501952350001,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,98.0,106.0,-0.043602927544425,-0.1792274657655,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,100.0,108.0,-0.0663200645523,-0.19764991200749998,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,102.0,110.0,-0.0905776462871,-0.216072318408625,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,104.0,112.0,-0.11399502877289999,-0.23334690774887498,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,106.0,114.0,-0.1341975292817,-0.24575034255662498,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,108.0,116.0,-0.147963824096875,-0.25158970936412495,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,110.0,118.0,-0.15676906521425,-0.250839487083375,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,112.0,120.0,-0.16253621794974998,-0.24464745293437498,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,114.0,122.0,-0.168734678629625,-0.23673694438862503,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,116.0,124.0,-0.178111256611875,-0.228800874913875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,118.0,126.0,-0.190703774831875,-0.220864805439125,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,120.0,128.0,-0.20609802207175001,-0.212928735964375,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,122.0,130.0,-0.222181526446125,-0.204992666489625,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,124.0,132.0,-0.23805523154825,-0.197056597015,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,126.0,134.0,-0.25369171449725,-0.18972053518600002,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,128.0,136.0,-0.269061192013125,-0.184342929796625,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,130.0,138.0,-0.283954012662125,-0.180949341776,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,132.0,140.0,-0.2980526210975,-0.179539771124,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,134.0,142.0,-0.309612122844,-0.179514210195,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,136.0,144.0,-0.31794116138987505,-0.179514210195,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,138.0,146.0,-0.32328127082625,-0.17975525489737498,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,140.0,148.0,-0.3261279231145,-0.182088687217,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,142.0,150.0,-0.328253435610875,-0.18689522419737498,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,144.0,152.0,-0.330378948107375,-0.19417486583849997,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,146.0,154.0,-0.332504460603625,-0.20368656743799998,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,148.0,156.0,-0.334223178200375,-0.21357898608099998,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,150.0,158.0,-0.33521867529375,-0.22347140472399998,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,152.0,160.0,-0.335355213320375,-0.23336382336699998,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,154.0,162.0,-0.33460285482125,-0.24325624201,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,156.0,164.0,-0.33336839469575,-0.25314866065299996,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,158.0,166.0,-0.33196825854775003,-0.26261969719537503,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,160.0,168.0,-0.330624533881,-0.2690491888055,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,162.0,170.0,-0.33191001436800005,-0.271976499011625,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,164.0,172.0,-0.336529749077,-0.27140162781375,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,166.0,174.0,-0.34310983326062505,-0.26774595731262496,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,168.0,176.0,-0.3518192983415,-0.261970514471625,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,170.0,178.0,-0.36029263022125,-0.24931992136574999,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,172.0,180.0,-0.36760269216425,-0.22702371944975,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,174.0,182.0,-0.375011514811625,-0.19500633050112498,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,176.0,184.0,-0.38171974310650003,-0.15492689038788748,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,178.0,186.0,-0.386932046922,-0.11218175090503749,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,180.0,188.0,-0.39182940803300004,-0.07031019051469337,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,182.0,190.0,-0.395307937599375,-0.029467706867418373,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,184.0,192.0,-0.397649071812125,0.010920116359094127,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,186.0,194.0,-0.40012709275975,0.051728326699869126,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,188.0,196.0,-0.4015783418865,0.092108725636525,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,190.0,198.0,-0.403119944929375,0.12692521820075,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,192.0,200.0,-0.405014440391375,0.15283292952462502,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,194.0,202.0,-0.40671287735637496,0.16906157124875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,196.0,204.0,-0.40896399496674996,0.17722816180849998,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,198.0,206.0,-0.41248441844362504,0.18254871560025,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,200.0,208.0,-0.41622890473887497,0.186774201613125,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,202.0,210.0,-0.41876311070525,0.18797006373187497,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,204.0,212.0,-0.41918142493062505,0.185547662413875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,206.0,214.0,-0.417661077043875,0.17881969795174998,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,208.0,216.0,-0.416078764249875,0.16897087485224999,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,210.0,218.0,-0.416175757915,0.158083439571,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,212.0,220.0,-0.417480073907375,0.14690328376762501,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,214.0,222.0,-0.419032736581125,0.138178476723375,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,216.0,224.0,-0.42020015379225,0.134182572142125,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,218.0,226.0,-0.4210447157515,0.136739804335875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,220.0,228.0,-0.42273049762799997,0.147170216942,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,222.0,230.0,-0.42518394163499995,0.16497479044987498,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,224.0,232.0,-0.4279056713085,0.18638480229850002,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,226.0,234.0,-0.42965959351274996,0.209142410444875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,228.0,236.0,-0.429407358453,0.23156298675137502,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,230.0,238.0,-0.42707064775075,0.252012669036625,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,232.0,240.0,-0.42378459670699997,0.271664159090375,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,234.0,242.0,-0.42047239487224997,0.288818182952125,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,236.0,244.0,-0.41764407570925,0.30111601259825,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,238.0,246.0,-0.415138611798125,0.304445627991375,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,240.0,248.0,-0.41176796779437497,0.29537792201225,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,242.0,250.0,-0.40668859926537504,0.274211025225375,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,244.0,252.0,-0.398634901005,0.24416444551625002,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,246.0,254.0,-0.38856418903462503,0.209136095167,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,248.0,256.0,-0.377191491621,0.172514077797875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,250.0,258.0,-0.36519659519175,0.1360610324180875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,252.0,260.0,-0.35416090304575,0.099123511548925,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,254.0,262.0,-0.3442127397895,0.06210086354803875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,256.0,264.0,-0.335076548583375,0.02577058412900125,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,258.0,266.0,-0.32711505077075,-0.007530711178011249,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,260.0,268.0,-0.321081857618875,-0.03467446933497375,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,262.0,270.0,-0.3178605569145,-0.0535627955421125,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,264.0,272.0,-0.31842095286137495,-0.064084200249475,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,266.0,274.0,-0.322135904014875,-0.067934993929625,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,268.0,276.0,-0.327934631602,-0.06804547400477501,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,270.0,278.0,-0.33432456879825,-0.0651343021484375,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,272.0,280.0,-0.340132918387625,-0.056330110080225,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,274.0,282.0,-0.3450151214335,-0.04226829100526,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,276.0,284.0,-0.34908535242925,-0.02353416618193625,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,278.0,286.0,-0.3519808900315,-0.005118136093811251,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,280.0,288.0,-0.35297208314837497,0.00859546420217625,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,282.0,290.0,-0.35209235293225,0.017601722853573747,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,284.0,292.0,-0.35005600300274997,0.022287705502924998,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,286.0,294.0,-0.34752616703625,0.0258848864759,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,288.0,296.0,-0.344490114843875,0.026986053967537497,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,290.0,298.0,-0.34082517397074996,0.02362226127029875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,292.0,300.0,-0.33635829806775,0.012231410456148749,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,294.0,302.0,-0.331191976194375,-0.007037974264038748,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,296.0,304.0,-0.326080260006125,-0.032021326659138746,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,298.0,306.0,-0.3217997975125,-0.0573004909528375,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,300.0,308.0,-0.317590150964,-0.0784911320882125,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,302.0,310.0,-0.31300561223062495,-0.0954752097286875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,304.0,312.0,-0.308152447017375,-0.108187841171525,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,306.0,314.0,-0.30311741556724997,-0.11981167093799999,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,308.0,316.0,-0.29913631060949997,-0.128939487223125,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,310.0,318.0,-0.296950169222375,-0.13509470492975,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,312.0,320.0,-0.296102791067875,-0.13827732405787502,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,314.0,322.0,-0.29602609684125003,-0.138753909155,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,316.0,324.0,-0.29589479692974996,-0.138753909155,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,318.0,326.0,-0.294932243323625,-0.138753909155,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,320.0,328.0,-0.293681213772375,-0.138753909155,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,322.0,330.0,-0.29209983284212504,-0.138753909155,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,324.0,332.0,-0.28845066573225,-0.138753909155,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,326.0,334.0,-0.28026054323487504,-0.138760602427,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,328.0,336.0,-0.267346766462,-0.13928833538837498,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,330.0,338.0,-0.24985146380425,-0.1405172687415,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,332.0,340.0,-0.23075598531525,-0.14244740248624999,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,334.0,342.0,-0.21502132557225,-0.145072043350625,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,336.0,344.0,-0.20288352839899998,-0.14791261364,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,338.0,346.0,-0.19439865608625,-0.151127747112375,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,340.0,348.0,-0.186284298456625,-0.15319705538912498,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,342.0,350.0,-0.17577934213025,-0.153265369085,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,344.0,352.0,-0.16373847422787502,-0.15121860036725,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,346.0,354.0,-0.1522279624995,-0.147368125187125,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,348.0,356.0,-0.14328181857462502,-0.143158214757,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,350.0,358.0,-0.137728055839375,-0.139267072875625,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,352.0,360.0,-0.1332827246405,-0.135773018652875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,354.0,362.0,-0.12576376714975002,-0.132025881677125,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,356.0,364.0,-0.116410516234625,-0.12761248716087498,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,358.0,366.0,-0.106922726402625,-0.122730425739625,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,360.0,368.0,-0.10255192111075,-0.120529368064,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,362.0,370.0,-0.107400572544625,-0.1218650014505,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,364.0,372.0,-0.12076412505412501,-0.12730493696325001,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,366.0,374.0,-0.141198421697125,-0.13617168586950001,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,368.0,376.0,-0.16473561826837502,-0.14487734826775,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,370.0,378.0,-0.18946195953474998,-0.152563041726,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,372.0,380.0,-0.214680045096,-0.15915044713374998,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,374.0,382.0,-0.23961093820337503,-0.165296428175,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,376.0,384.0,-0.262779262165375,-0.17187958339775,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,378.0,386.0,-0.282429200183625,-0.17712824525975002,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,380.0,388.0,-0.29680929897862496,-0.175964743003,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,382.0,390.0,-0.3050657833085,-0.16594737779524998,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,384.0,392.0,-0.30867969079825,-0.1452695781977125,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,386.0,394.0,-0.309580497517,-0.1153897401406625,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,388.0,396.0,-0.309580497517,-0.081245221197875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,390.0,398.0,-0.309580497517,-0.044480761072743756,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,392.0,400.0,-0.309580497517,-0.005761170159118749,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,394.0,402.0,-0.309580497517,0.03641235856671875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,396.0,404.0,-0.309673061691,0.08239569854868124,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,398.0,406.0,-0.31057321577700003,0.129976447509175,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,400.0,408.0,-0.31335902531825,0.17500482521413752,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,402.0,410.0,-0.31890651786062496,0.213119427679625,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,404.0,412.0,-0.32786765753825,0.2423190454705,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,406.0,414.0,-0.33955501348024997,0.263637674398875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,408.0,416.0,-0.352889120532625,0.2779267180495,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,410.0,418.0,-0.366691231710875,0.284324850138875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,412.0,420.0,-0.379867508708875,0.28355665730675,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,414.0,422.0,-0.392389051937875,0.27418831313875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,416.0,424.0,-0.403881638117375,0.258307461974125,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,418.0,426.0,-0.4134201998725,0.23932156032899998,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,420.0,428.0,-0.420250935951,0.21801104437049998,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,422.0,430.0,-0.42329743708287504,0.196353327412125,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,424.0,432.0,-0.4215744229835,0.178363336337625,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,426.0,434.0,-0.415898453947125,0.173740969939375,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,428.0,436.0,-0.4087744408435,0.1879236784255,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,430.0,438.0,-0.4035157760285,0.2171858509275,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,432.0,440.0,-0.401725624072375,0.25917648144825,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,434.0,442.0,-0.40315539256175004,0.306278432379875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,436.0,444.0,-0.40664649704075,0.35053121767725,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,438.0,446.0,-0.41049589943700004,0.3945853873235,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,440.0,448.0,-0.414486384063,0.4372326664265,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,442.0,450.0,-0.41899337323825003,0.47644312589862503,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,444.0,452.0,-0.422837284674125,0.512046080168375,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,446.0,454.0,-0.425933207463125,0.535468912884125,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,448.0,456.0,-0.426933979435,0.543696463119125,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,450.0,458.0,-0.424195664115625,0.542854054947875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,452.0,460.0,-0.41876167723312496,0.5344612773615001,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,454.0,462.0,-0.410845413057875,0.5254510606227499,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,456.0,464.0,-0.40180883160674996,0.521357277165625,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,458.0,466.0,-0.393474964518,0.5169146921421249,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,460.0,468.0,-0.38559341596275,0.5133511325368749,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,462.0,470.0,-0.377993263278,0.513122918293625,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,464.0,472.0,-0.37232461993075,0.513674246586125,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,466.0,474.0,-0.36884593899175,0.514143527061875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,468.0,476.0,-0.36765439134175,0.5145651421566251,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,470.0,478.0,-0.36917853693525,0.515031191861125,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,472.0,480.0,-0.37323452791,0.515731058573875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,474.0,482.0,-0.3799204046935,0.517083257551875,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,476.0,484.0,-0.38928234363075,0.5190508242515,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,478.0,486.0,-0.40048700600812503,0.5211395914400001,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,480.0,488.0,-0.41197982102587505,0.5222453429778751,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,482.0,490.0,-0.421502107004875,0.5197884197392499,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,484.0,492.0,-0.42859583083125,0.512461446852,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,486.0,494.0,-0.433044954515125,0.49810576955749997,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,488.0,496.0,-0.434865832497625,0.4739890682055,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,490.0,498.0,-0.43547073006725,0.44166182498587503,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,492.0,500.0,-0.4340552198855,0.40238030231112504,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,494.0,502.0,-0.43049872566012504,0.358846365786625,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,496.0,504.0,-0.42483335459125,0.315859582432375,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,498.0,506.0,-0.41757411013424994,0.274709160042625,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,500.0,508.0,-0.41008253582925,0.23518389158937497,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,502.0,510.0,-0.40426234364049995,0.19904965375925,test
After_The_Rain,continuous-movies\After_The_Rain.mp4,504.0,512.0,-0.40023956846099995,0.165918822861375,test
