Time	Mean	Std
205	-0.130063173119	0.296995987273
206	-0.128518232095	0.297565258404
207	-0.126973291072	0.298397903805
208	-0.125428350049	0.299491726788
209	-0.123883409025	0.300843878559
210	-0.121219809728	0.303233086161
211	-0.116167115822	0.307591088648
212	-0.108076797287	0.312085869391
213	-0.0922741531577	0.316956841699
214	-0.0757819774418	0.322288253136
215	-0.0592898017259	0.327864516379
216	-0.04279762601	0.333673355951
217	-0.0263054502942	0.33970284106
218	-0.00981327457828	0.345941434866
219	0.0066789011376	0.352378031198
220	0.0231710768535	0.35900198017
221	0.0391554505856	0.365462516334
222	0.0538017513887	0.371250749156
223	0.0665875340312	0.37633164734
224	0.0773888830872	0.38111812228
225	0.0880695422932	0.386261939885
226	0.0987502014991	0.391777395043
227	0.109430860705	0.397649024041
228	0.120111519911	0.403861292234
229	0.130792179117	0.410398730991
230	0.140354443278	0.416491716481
231	0.148047228679	0.420163742067
232	0.154783842907	0.419598672606
233	0.16105517466	0.40597496892
234	0.171477233754	0.383096363473
235	0.183117783681	0.357716019273
236	0.197702033316	0.326238311071
237	0.210860893274	0.298230661316
238	0.223996062483	0.270765517218
239	0.237089904648	0.244041301334
240	0.249622277452	0.219296054047
241	0.262073048878	0.19582889794
242	0.274523820303	0.173927314404
243	0.286974591728	0.154259585122
244	0.299425363153	0.13778564507
245	0.311876134579	0.125766863092
246	0.324326906004	0.119554503033
247	0.336777677429	0.120053363211
248	0.349228448854	0.127184497169
249	0.36167922028	0.139937622179
250	0.374129728475	0.15694779775
251	0.386060620823	0.17610779132
252	0.396671678914	0.194826463926
253	0.404051122147	0.206444474531
254	0.408987420016	0.210421526979
255	0.412740608767	0.212224300883
256	0.41355009781	0.208717618666
257	0.415784976529	0.208032896489
258	0.418043545997	0.20756219489
259	0.42034344251	0.207335419293
260	0.423204808384	0.20824228298
261	0.426147775636	0.209425135137
262	0.429090742888	0.210739448533
263	0.432033710141	0.21218278027
264	0.434976677393	0.213752516834
265	0.437919644645	0.215445895288
266	0.440862611898	0.217260024566
267	0.44380557915	0.219191906526
268	0.446748546402	0.221238456497
269	0.449691513654	0.223396523057
270	0.452634480907	0.225662906853
271	0.455577448159	0.228034378283
272	0.458520415411	0.230507693934
273	0.460332489312	0.232079842584
274	0.460367871026	0.232110906648
275	0.460367871026	0.232110906648
276	0.460367871026	0.232110906648
277	0.460367871026	0.232110906648
278	0.460367871026	0.232110906648
279	0.460367871026	0.232110906648
280	0.459935298903	0.232351158483
281	0.457768889646	0.233585828124
282	0.455533283118	0.234914235632
283	0.453297676589	0.23629687711
284	0.45106207006	0.237732806295
285	0.448826463532	0.239221063607
286	0.446590857003	0.240760678653
287	0.444355250474	0.242350672632
288	0.442119643945	0.243990060643
289	0.439884037417	0.245677853881
290	0.437648430888	0.24741306172
291	0.435412824359	0.249194693683
292	0.433177217831	0.251021761283
293	0.430941611302	0.25289327975
294	0.428706004773	0.254808269637
295	0.426470398245	0.2567657583
296	0.424234791716	0.258764781266
297	0.421999185187	0.260804383473
298	0.419763578659	0.262883620414
299	0.41752797213	0.265001559151
300	0.416015583129	0.266304909511
301	0.416328124537	0.265437752383
302	0.414128648053	0.264260918176
303	0.411467885962	0.263186484531
304	0.408807123871	0.262272451861
305	0.40614636178	0.26152050201
306	0.403485599689	0.260932036246
307	0.400824837598	0.26050816246
308	0.398164075507	0.260249684876
309	0.395503313416	0.26015709648
310	0.393295704944	0.25980833341
311	0.392392910363	0.258443171294
312	0.393900083412	0.254832931315
313	0.397731556935	0.24921066556
314	0.401662745561	0.244036416048
315	0.405593934187	0.239432981889
316	0.409525122813	0.235433848893
317	0.413456311439	0.232070259886
318	0.417387500065	0.229370176292
319	0.424475151839	0.225428346873
320	0.434249063259	0.221378685769
321	0.441736374088	0.219849003454
322	0.452063711942	0.2158991173
323	0.464113322633	0.210805942535
324	0.475912945651	0.206843690441
325	0.489775445351	0.204031207315
326	0.508222705356	0.20539759805
327	0.526903000592	0.208455605415
328	0.545583295828	0.213132119054
329	0.564263591064	0.219323631911
330	0.582490732681	0.226736565282
331	0.599413060407	0.234769660065
332	0.613925420503	0.242539394402
333	0.626113480125	0.249621883118
334	0.638201824644	0.256943992204
335	0.650290169163	0.264528961791
336	0.662490717423	0.27242657378
337	0.675493321278	0.279880689437
338	0.691265291877	0.283767780187
339	0.704003808654	0.285817278805
340	0.713765420381	0.286215610181
341	0.725722539424	0.288148534874
342	0.737420846605	0.289906895624
343	0.747858166557	0.290047957197
344	0.758711140098	0.290138349183
345	0.768146375542	0.287930385832
346	0.773012722853	0.282353551183
347	0.777646034932	0.276633445801
348	0.782279347011	0.270922012002
349	0.78691265909	0.265219810008
350	0.791545971169	0.259527448326
351	0.796179283248	0.253845588952
352	0.800812595327	0.248174953224
353	0.805445907406	0.242516328453
354	0.810079219485	0.236870575434
355	0.814712531564	0.23123863697
356	0.819233639902	0.225515432293
357	0.823488378422	0.219468446121
358	0.825330874049	0.216600686133
359	0.82705036035	0.213799337706
360	0.828769846651	0.211007868229
361	0.830489332951	0.208226675013
362	0.832208819252	0.205456175376
363	0.833928305552	0.202696807805
364	0.835482125935	0.200213252876
365	0.836390807735	0.198765386211
366	0.837283617362	0.197346153033
367	0.83817642699	0.195930306077
368	0.839069236618	0.194517919286
369	0.839962046246	0.193109068581
370	0.840854855874	0.191703831924
371	0.841747665502	0.190302289376
372	0.84264047513	0.18890452316
373	0.843533284758	0.187510617726
374	0.844426094386	0.186120659817
375	0.845318904014	0.184734738539
376	0.846211713642	0.183352945426
377	0.846568837493	0.182801405046
378	0.846568837493	0.182801405046
379	0.846568837493	0.182801405046
380	0.846568837493	0.182801405046
381	0.846568837493	0.182801405046
382	0.846568837493	0.182801405046
383	0.846568837493	0.182801405046
384	0.846568837493	0.182801405046
385	0.846568837493	0.182801405046
386	0.846568837493	0.182801405046
387	0.846568837493	0.182801405046
388	0.846568837493	0.182801405046
389	0.846568837493	0.182801405046
390	0.846342659054	0.183150635194
391	0.846011988821	0.183661694419
392	0.845681318589	0.184173329879
393	0.845350648356	0.184685536788
394	0.845019978124	0.185198310401
395	0.844689307891	0.185711646027
396	0.844358637659	0.186225539016
397	0.844027967426	0.186739984769
398	0.843697297193	0.187254978727
399	0.843366626961	0.187770516382
400	0.843035956728	0.188286593267
401	0.842705286496	0.188803204961
402	0.842374616263	0.189320347084
403	0.842043946031	0.189838015303
404	0.841713275798	0.190356205325
405	0.841382605565	0.1908749129
406	0.841051935333	0.191394133821
407	0.8407212651	0.19191386392
408	0.840390594868	0.192434099073
409	0.840059924635	0.192954835194
410	0.839955432842	0.193119491324
411	0.839955432842	0.193119491324
412	0.839955432842	0.193119491324
413	0.839955432842	0.193119491324
414	0.8433907695	0.187732858201
415	0.84861536463	0.179654094513
416	0.853839959761	0.171729297398
417	0.859064554892	0.163980790878
418	0.864289150022	0.156434773154
419	0.869513745153	0.149121987007
420	0.874738340284	0.142078450331
421	0.879962935415	0.135346205602
422	0.885187530545	0.128974008915
423	0.890412125676	0.123017823356
424	0.896237219389	0.11679975791
425	0.903038121701	0.109747731693
426	0.909916070177	0.102944332436
427	0.916794018653	0.0965569513765
428	0.923671967129	0.0906735487723
429	0.930549915605	0.0853983509458
430	0.937427864081	0.0808504950572
431	0.944305812557	0.077158700528
432	0.945342427506	0.0715687683672
433	0.934876687895	0.0781215275057
434	0.920946129878	0.101999388567
435	0.905226313389	0.133592371319
436	0.889506496899	0.169202676473
437	0.87378668041	0.206764956948
438	0.858051653079	0.245375591732
439	0.830737203977	0.278849071531
440	0.811340661525	0.317075449754
441	0.792614387942	0.355912791976
442	0.770388297529	0.393795867875
443	0.746004912217	0.431447630226
444	0.721008132182	0.469304565134
445	0.694727358893	0.506935454399
446	0.668359950003	0.54472390956
447	0.641226377322	0.582327418848
448	0.611482821494	0.618885377253
449	0.578960310456	0.654344882586
450	0.543662150501	0.688830678282
451	0.505604214216	0.722551250303
452	0.470902622227	0.742871109224
453	0.446150769632	0.737988074427
454	0.415966346478	0.730982577212
455	0.379984062588	0.721722363208
456	0.341907695206	0.712499753585
457	0.303456597367	0.704364464619
458	0.26502071037	0.697625965784
459	0.238164245145	0.692625670977
460	0.203389873269	0.688925043106
461	0.167945232524	0.686685191344
462	0.136000408609	0.686272888001
463	0.106212879594	0.687769084216
464	0.0764382467174	0.691008232741
465	0.0469717984979	0.695781706585
466	0.0175149397151	0.70219208454
467	-0.0111757552768	0.709626351991
468	-0.0372564671221	0.716412166332
469	-0.0605582237577	0.721973654976
470	-0.0810843314755	0.725969592081
471	-0.0988506628636	0.728175657983
472	-0.11413200502	0.728694806047
473	-0.127860732012	0.728514819296
474	-0.136127406696	0.728508375328
475	-0.138596220645	0.728452183326
476	-0.138970951101	0.728378950113
477	-0.138970951101	0.728378950113
478	-0.138970951101	0.728378950113
479	-0.138970951101	0.728378950113
480	-0.138970951101	0.728378950113
481	-0.138970951101	0.728378950113
482	-0.138970951101	0.728378950113
483	-0.138970951101	0.728378950113
484	-0.138970951101	0.728378950113
485	-0.138970951101	0.728378950113
486	-0.138970951101	0.728378950113
487	-0.138970951101	0.728378950113
488	-0.138970951101	0.728378950113
489	-0.138970951101	0.728378950113
490	-0.138970951101	0.728378950113
491	-0.138970951101	0.728378950113
492	-0.138970951101	0.728378950113
493	-0.138970951101	0.728378950113
494	-0.138970951101	0.728378950113
495	-0.138970951101	0.728378950113
496	-0.138970951101	0.728378950113
497	-0.138970951101	0.728378950113
498	-0.138970951101	0.728378950113
499	-0.138970951101	0.728378950113
500	-0.138970951101	0.728378950113
501	-0.138970951101	0.728378950113
502	-0.138970951101	0.728378950113
503	-0.138970951101	0.728378950113
504	-0.138970951101	0.728378950113
505	-0.138970951101	0.728378950113
506	-0.138970951101	0.728378950113
507	-0.138970951101	0.728378950113
508	-0.138970951101	0.728378950113
509	-0.138970951101	0.728378950113
